Title,IR,FlowHt,Const,Var,Sand,Ash,delIR,delFlow
S60A40,0.7520 ,10.8947 ,1,0,0.6,0.4,-0.0155 ,0.1579 
S60A40,0.7360 ,11.0526 ,1,0,0.6,0.4,-0.0160 ,0.1579 
S60A40,0.7195 ,11.2105 ,1,0,0.6,0.4,-0.0165 ,0.1579 
S60A40,0.7025 ,11.3684 ,1,0,0.6,0.4,-0.0170 ,0.1579 
S60A40,0.6850 ,11.5263 ,1,0,0.6,0.4,-0.0175 ,0.1579 
S60A40,0.6670 ,11.6842 ,1,0,0.6,0.4,-0.0180 ,0.1579 
S60A40,0.6485 ,11.8421 ,1,0,0.6,0.4,-0.0185 ,0.1579 
S60A40,0.6295 ,12.0000 ,1,0,0.6,0.4,-0.0190 ,0.1579 
S60A40,0.6100 ,12.1579 ,1,0,0.6,0.4,-0.0195 ,0.1579 
S60A40,0.5900 ,12.3158 ,1,0,0.6,0.4,-0.0200 ,0.1579 
S60A40,0.5695 ,12.4737 ,1,0,0.6,0.4,-0.0205 ,0.1579 
S60A40,0.5485 ,12.6316 ,1,0,0.6,0.4,-0.0210 ,0.1579 
S60A40,0.5270 ,12.7895 ,1,0,0.6,0.4,-0.0215 ,0.1579 
S60A40,0.5050 ,12.9474 ,1,0,0.6,0.4,-0.0220 ,0.1579 
S60A40,0.4825 ,13.1053 ,1,0,0.6,0.4,-0.0225 ,0.1579 
S60A40,0.4595 ,13.2632 ,1,0,0.6,0.4,-0.0230 ,0.1579 
S60A40,0.4360 ,13.4211 ,1,0,0.6,0.4,-0.0235 ,0.1579 
S60A40,0.4120 ,13.5789 ,1,0,0.6,0.4,-0.0240 ,0.1579 
S60A40,0.3875 ,13.7368 ,1,0,0.6,0.4,-0.0245 ,0.1579 
S60A40,0.3625 ,13.8947 ,1,0,0.6,0.4,-0.0250 ,0.1579 
S60A40,0.3370 ,14.0526 ,1,0,0.6,0.4,-0.0255 ,0.1579 
S60A40,0.3110 ,14.2105 ,1,0,0.6,0.4,-0.0260 ,0.1579 
S60A40,0.2845 ,14.3684 ,1,0,0.6,0.4,-0.0265 ,0.1579 
S60A40,0.2575 ,14.5263 ,1,0,0.6,0.4,-0.0270 ,0.1579 
S60A40,0.2300 ,14.6842 ,1,0,0.6,0.4,-0.0275 ,0.1579 
S60A40,0.2020 ,14.8421 ,1,0,0.6,0.4,-0.0280 ,0.1579 
S60A40,0.1735 ,15.0000 ,1,0,0.6,0.4,-0.0285 ,0.1579 
S10A90,1.0000 ,0.000 ,1,0,0.1,0.9,0.0000 ,0.0000 
S10A90,0.9995 ,0.167 ,1,0,0.1,0.9,-0.0005 ,0.0000 
S10A90,0.9985 ,0.633 ,1,0,0.1,0.9,-0.0010 ,0.4667 
S10A90,0.9970 ,0.907 ,1,0,0.1,0.9,-0.0015 ,0.2733 
S10A90,0.9950 ,1.180 ,1,0,0.1,0.9,-0.0020 ,0.2733 
S10A90,0.9925 ,1.453 ,1,0,0.1,0.9,-0.0025 ,0.2733 
S10A90,0.9895 ,1.727 ,1,0,0.1,0.9,-0.0030 ,0.2733 
S10A90,0.9860 ,2.000 ,1,0,0.1,0.9,-0.0035 ,0.2733 
S10A90,0.9820 ,2.300 ,1,0,0.1,0.9,-0.0040 ,0.3000 
S10A90,0.9775 ,2.600 ,1,0,0.1,0.9,-0.0045 ,0.3000 
S10A90,0.9725 ,2.900 ,1,0,0.1,0.9,-0.0050 ,0.3000 
S10A90,0.9670 ,3.200 ,1,0,0.1,0.9,-0.0055 ,0.3000 
S10A90,0.9610 ,3.500 ,1,0,0.1,0.9,-0.0060 ,0.3000 
S10A90,0.9545 ,3.700 ,1,0,0.1,0.9,-0.0065 ,0.2000 
S10A90,0.9475 ,3.900 ,1,0,0.1,0.9,-0.0070 ,0.2000 
S10A90,0.9400 ,4.100 ,1,0,0.1,0.9,-0.0075 ,0.2000 
S10A90,0.9320 ,4.262 ,1,0,0.1,0.9,-0.0080 ,0.1615 
S10A90,0.9235 ,4.400 ,1,0,0.1,0.9,-0.0085 ,0.1385 
S10A90,0.9145 ,4.500 ,1,0,0.1,0.9,-0.0090 ,0.1000 
S10A90,0.9050 ,4.600 ,1,0,0.1,0.9,-0.0095 ,0.1000 
S10A90,0.8950 ,4.700 ,1,0,0.1,0.9,-0.0100 ,0.1000 
S10A90,0.8845 ,4.775 ,1,0,0.1,0.9,-0.0105 ,0.0750 
S10A90,0.8735 ,4.850 ,1,0,0.1,0.9,-0.0110 ,0.0750 
S10A90,0.8620 ,4.925 ,1,0,0.1,0.9,-0.0115 ,0.0750 
S10A90,0.8500 ,5.000 ,1,0,0.1,0.9,-0.0120 ,0.0750 
S10A90,0.8375 ,5.075 ,1,0,0.1,0.9,-0.0125 ,0.0750 
S10A90,0.8245 ,5.150 ,1,0,0.1,0.9,-0.0130 ,0.0750 
S10A90,0.8110 ,5.225 ,1,0,0.1,0.9,-0.0135 ,0.0750 
S10A90,0.7970 ,5.300 ,1,0,0.1,0.9,-0.0140 ,0.0750 
S10A90,0.7825 ,5.359 ,1,0,0.1,0.9,-0.0145 ,0.0586 
S10A90,0.7675 ,5.417 ,1,0,0.1,0.9,-0.0150 ,0.0586 
S10A90,0.7520 ,5.476 ,1,0,0.1,0.9,-0.0155 ,0.0586 
S10A90,0.7360 ,5.534 ,1,0,0.1,0.9,-0.0160 ,0.0586 
S10A90,0.7195 ,5.593 ,1,0,0.1,0.9,-0.0165 ,0.0586 
S10A90,0.7025 ,5.652 ,1,0,0.1,0.9,-0.0170 ,0.0586 
S10A90,0.6850 ,5.710 ,1,0,0.1,0.9,-0.0175 ,0.0586 
S10A90,0.6670 ,5.769 ,1,0,0.1,0.9,-0.0180 ,0.0586 
S10A90,0.6485 ,5.828 ,1,0,0.1,0.9,-0.0185 ,0.0586 
S10A90,0.6295 ,5.886 ,1,0,0.1,0.9,-0.0190 ,0.0586 
S10A90,0.6100 ,5.945 ,1,0,0.1,0.9,-0.0195 ,0.0586 
S10A90,0.5900 ,6.003 ,1,0,0.1,0.9,-0.0200 ,0.0586 
S10A90,0.5695 ,6.062 ,1,0,0.1,0.9,-0.0205 ,0.0586 
S10A90,0.5485 ,6.121 ,1,0,0.1,0.9,-0.0210 ,0.0586 
S10A90,0.5270 ,6.179 ,1,0,0.1,0.9,-0.0215 ,0.0586 
S10A90,0.5050 ,6.238 ,1,0,0.1,0.9,-0.0220 ,0.0586 
S10A90,0.4825 ,6.297 ,1,0,0.1,0.9,-0.0225 ,0.0586 
S10A90,0.4595 ,6.355 ,1,0,0.1,0.9,-0.0230 ,0.0586 
S10A90,0.4360 ,6.414 ,1,0,0.1,0.9,-0.0235 ,0.0586 
S10A90,0.4120 ,6.472 ,1,0,0.1,0.9,-0.0240 ,0.0586 
S10A90,0.3875 ,6.531 ,1,0,0.1,0.9,-0.0245 ,0.0586 
S10A90,0.3625 ,6.590 ,1,0,0.1,0.9,-0.0250 ,0.0586 
S10A90,0.3370 ,6.648 ,1,0,0.1,0.9,-0.0255 ,0.0586 
S10A90,0.3110 ,6.707 ,1,0,0.1,0.9,-0.0260 ,0.0586 
S10A90,0.2845 ,6.766 ,1,0,0.1,0.9,-0.0265 ,0.0586 
S10A90,0.2575 ,6.824 ,1,0,0.1,0.9,-0.0270 ,0.0586 
S10A90,0.2300 ,6.883 ,1,0,0.1,0.9,-0.0275 ,0.0586 
S10A90,0.2020 ,6.941 ,1,0,0.1,0.9,-0.0280 ,0.0586 
S10A90,0.1735 ,7.000 ,1,0,0.1,0.9,-0.0285 ,0.0586 
S90A10,1.0000 ,0.0000 ,1,0,0.9,0.1,0.0000 ,0.0000 
S90A10,0.9995 ,1.3333 ,1,0,0.9,0.1,-0.0005 ,0.0000 
S90A10,0.9985 ,2.6667 ,1,0,0.9,0.1,-0.0010 ,1.3333 
S90A10,0.9970 ,4.0000 ,1,0,0.9,0.1,-0.0015 ,1.3333 
S90A10,0.9950 ,5.3333 ,1,0,0.9,0.1,-0.0020 ,1.3333 
S90A10,0.9925 ,6.6667 ,1,0,0.9,0.1,-0.0025 ,1.3333 
S90A10,0.9895 ,8.0000 ,1,0,0.9,0.1,-0.0030 ,1.3333 
S90A10,0.9860 ,9.0000 ,1,0,0.9,0.1,-0.0035 ,1.0000 
S90A10,0.9820 ,10.0000 ,1,0,0.9,0.1,-0.0040 ,1.0000 
S90A10,0.9775 ,11.0000 ,1,0,0.9,0.1,-0.0045 ,1.0000 
S90A10,0.9725 ,12.0000 ,1,0,0.9,0.1,-0.0050 ,1.0000 
S90A10,0.9670 ,13.0000 ,1,0,0.9,0.1,-0.0055 ,1.0000 
S90A10,0.9610 ,14.0000 ,1,0,0.9,0.1,-0.0060 ,1.0000 
S90A10,0.9545 ,15.5714 ,1,0,0.9,0.1,-0.0065 ,1.5714 
S90A10,0.9475 ,17.1429 ,1,0,0.9,0.1,-0.0070 ,1.5714 
S90A10,0.9400 ,18.7143 ,1,0,0.9,0.1,-0.0075 ,1.5714 
S90A10,0.9320 ,20.2857 ,1,0,0.9,0.1,-0.0080 ,1.5714 
S90A10,0.9235 ,21.8571 ,1,0,0.9,0.1,-0.0085 ,1.5714 
S90A10,0.9145 ,23.4286 ,1,0,0.9,0.1,-0.0090 ,1.5714 
S90A10,0.9050 ,25.0000 ,1,0,0.9,0.1,-0.0095 ,1.5714 
S90A10,0.8950 ,27.2500 ,1,0,0.9,0.1,-0.0100 ,2.2500 
S90A10,0.8845 ,29.5000 ,1,0,0.9,0.1,-0.0105 ,2.2500 
S90A10,0.8735 ,31.7500 ,1,0,0.9,0.1,-0.0110 ,2.2500 
S90A10,0.8620 ,34.0000 ,1,0,0.9,0.1,-0.0115 ,2.2500 
S90A10,0.8500 ,36.2500 ,1,0,0.9,0.1,-0.0120 ,2.2500 
S90A10,0.8375 ,38.5000 ,1,0,0.9,0.1,-0.0125 ,2.2500 
S90A10,0.8245 ,40.7500 ,1,0,0.9,0.1,-0.0130 ,2.2500 
S90A10,0.8110 ,43.0000 ,1,0,0.9,0.1,-0.0135 ,2.2500 
S90A10,0.7970 ,44.7143 ,1,0,0.9,0.1,-0.0140 ,1.7143 
S90A10,0.7825 ,46.4286 ,1,0,0.9,0.1,-0.0145 ,1.7143 
S90A10,0.7675 ,48.1429 ,1,0,0.9,0.1,-0.0150 ,1.7143 
S90A10,0.7520 ,49.8571 ,1,0,0.9,0.1,-0.0155 ,1.7143 
S90A10,0.7360 ,51.5714 ,1,0,0.9,0.1,-0.0160 ,1.7143 
S90A10,0.7195 ,53.2857 ,1,0,0.9,0.1,-0.0165 ,1.7143 
S90A10,0.7025 ,55.0000 ,1,0,0.9,0.1,-0.0170 ,1.7143 
S90A10,0.6850 ,56.6250 ,1,0,0.9,0.1,-0.0175 ,1.6250 
S90A10,0.6670 ,58.2500 ,1,0,0.9,0.1,-0.0180 ,1.6250 
S90A10,0.6485 ,59.8750 ,1,0,0.9,0.1,-0.0185 ,1.6250 
S90A10,0.6295 ,61.5000 ,1,0,0.9,0.1,-0.0190 ,1.6250 
S90A10,0.6100 ,63.1250 ,1,0,0.9,0.1,-0.0195 ,1.6250 
S90A10,0.5900 ,64.7500 ,1,0,0.9,0.1,-0.0200 ,1.6250 
S90A10,0.5695 ,66.3750 ,1,0,0.9,0.1,-0.0205 ,1.6250 
S90A10,0.5485 ,68.0000 ,1,0,0.9,0.1,-0.0210 ,1.6250 
S90A10,0.5270 ,69.0000 ,1,0,0.9,0.1,-0.0215 ,1.0000 
S90A10,0.5050 ,70.0000 ,1,0,0.9,0.1,-0.0220 ,1.0000 
S90A10,0.4825 ,71.0000 ,1,0,0.9,0.1,-0.0225 ,1.0000 
S90A10,0.4595 ,72.0000 ,1,0,0.9,0.1,-0.0230 ,1.0000 
S90A10,0.4360 ,73.0000 ,1,0,0.9,0.1,-0.0235 ,1.0000 
S90A10,0.4120 ,74.0000 ,1,0,0.9,0.1,-0.0240 ,1.0000 
S90A10,0.3875 ,75.0000 ,1,0,0.9,0.1,-0.0245 ,1.0000 
S90A10,0.3625 ,75.2500 ,1,0,0.9,0.1,-0.0250 ,0.2500 
S90A10,0.3370 ,75.5000 ,1,0,0.9,0.1,-0.0255 ,0.2500 
S90A10,0.3110 ,75.7500 ,1,0,0.9,0.1,-0.0260 ,0.2500 
S90A10,0.2845 ,76.0000 ,1,0,0.9,0.1,-0.0265 ,0.2500 
S90A10,0.2575 ,76.2500 ,1,0,0.9,0.1,-0.0270 ,0.2500 
S90A10,0.2300 ,76.5000 ,1,0,0.9,0.1,-0.0275 ,0.2500 
S90A10,0.2020 ,76.7500 ,1,0,0.9,0.1,-0.0280 ,0.2500 
S90A10,0.1735 ,77.0000 ,1,0,0.9,0.1,-0.0285 ,0.2500
